prompt,baseline,context,augmented_prompt
qual é o CEP do endereço COMERCIAL SUL QUADRA 01 BLOCO M SALA 1013 EDIF GILBERTO SALOMAO ASA SUL?,o CEP do endereço COMERCIAL SUL QUADRA 01 BLOCO M SALA 1013 EDIF GILBERTO SALOMAO ASA SUL é 70305900 porque o endereço COMERCIAL SUL QUADRA 01 BLOCO M SALA 1013 EDIF GILBERTO SALOMAO ASA SUL está contido no endereço SCS Quadra 1 Bloco M Lote 30 Asa Sul cujo CEP é 70305900,"CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830301 | Descrição: SGAN 607 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830351 | Descrição: SGAN 608 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70803240 | Descrição: Rua Mato Grosso | Complemento: (Acamp Rabelo) | Descrição Bairro: Vila Planalto
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70830255 | Descrição: SGAN 606 Módulo E | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830301 | Descrição: SGAN 607 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830351 | Descrição: SGAN 608 Módulo A | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70803240 | Descrição: Rua Mato Grosso | Complemento: (Acamp Rabelo) | Descrição Bairro: Vila Planalto


Pergunta:
qual é o CEP do endereço COMERCIAL SUL QUADRA 01 BLOCO M SALA 1013 EDIF GILBERTO SALOMAO ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SRTV/SUL QUADRA 701 CONJUNTO L BLOCO 02 NR 30 SALA 417 PARTE B 66 ASA SUL?,o CEP do endereço SRTV/SUL QUADRA 701 CONJUNTO L BLOCO 02 NR 30 SALA 417 PARTE B 66 ASA SUL é 70340906 porque o endereço SRTV/SUL QUADRA 701 CONJUNTO L BLOCO 02 NR 30 SALA 417 PARTE B 66 ASA SUL está contido no endereço SRTVS Conjunto L Lote 38 Asa Sul cujo CEP é 70340906,"CEP: 70719973 | Descrição: SRTVN 702/703 Conjunto P Edifício Rád. Center Loja 09  Térreo | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70340906 | Descrição: SRTVS Conjunto L Lote 38 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70719000 | Descrição: SRTVN | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70719900 | Descrição: SRTVN Lote P | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70719914 | Descrição: SRTVN Bloco B Lote 124 | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70719973 | Descrição: SRTVN 702/703 Conjunto P Edifício Rád. Center Loja 09  Térreo | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70340906 | Descrição: SRTVS Conjunto L Lote 38 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70719000 | Descrição: SRTVN | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70719900 | Descrição: SRTVN Lote P | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70719914 | Descrição: SRTVN Bloco B Lote 124 | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SRTV/SUL QUADRA 701 CONJUNTO L BLOCO 02 NR 30 SALA 417 PARTE B 66 ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SHN QUADRA 2 BLOCO F S/N SALA 612 - PARTE W ASA NORTE?,o CEP do endereço SHN QUADRA 2 BLOCO F S/N SALA 612 - PARTE W ASA NORTE é 70702060 porque o endereço SHN QUADRA 2 BLOCO F S/N SALA 612 - PARTE W ASA NORTE está contido no endereço SHN Quadra 2 Bloco F Asa Norte cujo CEP é 70702060,"CEP: 70847150 | Descrição: SQN 406 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70742080 | Descrição: SQN 106 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70762060 | Descrição: SQN 112 Bloco F | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830208 | Descrição: SGAN 605 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70847150 | Descrição: SQN 406 Bloco O | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70742080 | Descrição: SQN 106 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70762060 | Descrição: SQN 112 Bloco F | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830258 | Descrição: SGAN 606 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70830208 | Descrição: SGAN 605 Módulo H | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SHN QUADRA 2 BLOCO F S/N SALA 612 - PARTE W ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SPLM CONJUNTO 14-A LOTE 02 S/N NUCLEO BANDEIRANTE?,o CEP do endereço SPLM CONJUNTO 14-A LOTE 02 S/N NUCLEO BANDEIRANTE é 71732140 porque o endereço SPLM CONJUNTO 14-A LOTE 02 S/N NUCLEO BANDEIRANTE está contido no endereço SPLM Conjunto 14 Setor Placa da Mercedes (Núcleo Bandeirante) cujo CEP é 71732140,"CEP: 73370076 | Descrição: Conjunto Residencial 76 | Complemento:  | Descrição Bairro: Vale do Amanhecer (Planaltina)
CEP: 71680118 | Descrição: SMDB Conjunto 12 Bloco H | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 73370077 | Descrição: Conjunto Residencial 77 | Complemento:  | Descrição Bairro: Vale do Amanhecer (Planaltina)
CEP: 71680119 | Descrição: SMDB Conjunto 12 Bloco I | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 73381047 | Descrição: Conjunto Residencial 47A | Complemento:  | Descrição Bairro: Vale do Amanhecer (Planaltina)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 73370076 | Descrição: Conjunto Residencial 76 | Complemento:  | Descrição Bairro: Vale do Amanhecer (Planaltina)
CEP: 71680118 | Descrição: SMDB Conjunto 12 Bloco H | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 73370077 | Descrição: Conjunto Residencial 77 | Complemento:  | Descrição Bairro: Vale do Amanhecer (Planaltina)
CEP: 71680119 | Descrição: SMDB Conjunto 12 Bloco I | Complemento:  | Descrição Bairro: Setor de Mansões Dom Bosco (Lago Sul)
CEP: 73381047 | Descrição: Conjunto Residencial 47A | Complemento:  | Descrição Bairro: Vale do Amanhecer (Planaltina)


Pergunta:
qual é o CEP do endereço SPLM CONJUNTO 14-A LOTE 02 S/N NUCLEO BANDEIRANTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SIA TRECHO 7 100 CONJ B182 ZONA INDUSTRIAL (GUARA)?,o CEP do endereço SIA TRECHO 7 100 CONJ B182 ZONA INDUSTRIAL (GUARA) é 71200070 porque o endereço SIA TRECHO 7 100 CONJ B182 ZONA INDUSTRIAL (GUARA) está contido no endereço SIA Trecho 7 Zona Industrial (Guará) cujo CEP é 71200070,"CEP: 73026550 | Descrição: Quadra 6 Comércio Local 19 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026560 | Descrição: Quadra 6 Comércio Local 23 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73036155 | Descrição: Quadra 7 Comércio Local 22 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026650 | Descrição: Quadra 6 Comércio Local 20 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73036050 | Descrição: Quadra 7 Comércio Local 19 | Complemento:  | Descrição Bairro: Sobradinho
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 73026550 | Descrição: Quadra 6 Comércio Local 19 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026560 | Descrição: Quadra 6 Comércio Local 23 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73036155 | Descrição: Quadra 7 Comércio Local 22 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026650 | Descrição: Quadra 6 Comércio Local 20 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73036050 | Descrição: Quadra 7 Comércio Local 19 | Complemento:  | Descrição Bairro: Sobradinho


Pergunta:
qual é o CEP do endereço SIA TRECHO 7 100 CONJ B182 ZONA INDUSTRIAL (GUARA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SETOR M QNM 2 CJ A LT 6 S/N LOJA 01 CEILANDIA?,o CEP do endereço SETOR M QNM 2 CJ A LT 6 S/N LOJA 01 CEILANDIA é 72210021 porque o endereço SETOR M QNM 2 CJ A LT 6 S/N LOJA 01 CEILANDIA está contido no endereço QNM 2 Conjunto A Ceilândia Norte (Ceilândia) cujo CEP é 72210021,"CEP: 70742080 | Descrição: SQN 106 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70767100 | Descrição: SQN 314 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70877130 | Descrição: SQN 414 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70878130 | Descrição: SQN 415 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70867130 | Descrição: SQN 412 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70742080 | Descrição: SQN 106 Bloco H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70767100 | Descrição: SQN 314 Bloco J | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70877130 | Descrição: SQN 414 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70878130 | Descrição: SQN 415 Bloco M | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70867130 | Descrição: SQN 412 Bloco M | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço SETOR M QNM 2 CJ A LT 6 S/N LOJA 01 CEILANDIA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SIA TRECHO 7 CONJ. B BOX 373 B ZONA INDUSTRIAL GUARA?,o CEP do endereço SIA TRECHO 7 CONJ. B BOX 373 B ZONA INDUSTRIAL GUARA é 71200070 porque o endereço SIA TRECHO 7 CONJ. B BOX 373 B ZONA INDUSTRIAL GUARA está contido no endereço SIA Trecho 7 Zona Industrial (Guará) cujo CEP é 71200070,"CEP: 73036155 | Descrição: Quadra 7 Comércio Local 22 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026560 | Descrição: Quadra 6 Comércio Local 23 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026550 | Descrição: Quadra 6 Comércio Local 19 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73036135 | Descrição: Quadra 7 Comércio Local 14 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73051135 | Descrição: Quadra 14 Comércio Local 14 | Complemento:  | Descrição Bairro: Sobradinho
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 73036155 | Descrição: Quadra 7 Comércio Local 22 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026560 | Descrição: Quadra 6 Comércio Local 23 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73026550 | Descrição: Quadra 6 Comércio Local 19 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73036135 | Descrição: Quadra 7 Comércio Local 14 | Complemento:  | Descrição Bairro: Sobradinho
CEP: 73051135 | Descrição: Quadra 14 Comércio Local 14 | Complemento:  | Descrição Bairro: Sobradinho


Pergunta:
qual é o CEP do endereço SIA TRECHO 7 CONJ. B BOX 373 B ZONA INDUSTRIAL GUARA?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SCS QD 06 BLOCO A LOJA 161 ASA SUL?,o CEP do endereço SCS QD 06 BLOCO A LOJA 161 ASA SUL é 70306000 porque o endereço SCS QD 06 BLOCO A LOJA 161 ASA SUL está contido no endereço SCS Quadra 6 Asa Sul cujo CEP é 70306000,"CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70347550 | Descrição: CLS 108 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70790154 | Descrição: SGAN 915 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70275050 | Descrição: SQS 212 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390105 | Descrição: SGAS 910/911 | Complemento:  | Descrição Bairro: Asa Sul
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70347550 | Descrição: CLS 108 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70790154 | Descrição: SGAN 915 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70275050 | Descrição: SQS 212 Bloco E | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70390105 | Descrição: SGAS 910/911 | Complemento:  | Descrição Bairro: Asa Sul


Pergunta:
qual é o CEP do endereço SCS QD 06 BLOCO A LOJA 161 ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço QE 42 CONJUNTO D 08 CASA 08 GUARA II?,o CEP do endereço QE 42 CONJUNTO D 08 CASA 08 GUARA II é 71070045 porque o endereço QE 42 CONJUNTO D 08 CASA 08 GUARA II está contido no endereço QE 42 Conjunto D Guará II cujo CEP é 71070045,"CEP: 73082680 | Descrição: QMS 60E | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73080390 | Descrição: QMS 45 Conjunto D | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081455 | Descrição: QMS 30A Bloco E | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73080280 | Descrição: QMS 52A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081605 | Descrição: QMS 27A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 73082680 | Descrição: QMS 60E | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73080390 | Descrição: QMS 45 Conjunto D | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081455 | Descrição: QMS 30A Bloco E | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73080280 | Descrição: QMS 52A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho
CEP: 73081605 | Descrição: QMS 27A | Complemento:  | Descrição Bairro: Setor de Mansões de Sobradinho


Pergunta:
qual é o CEP do endereço QE 42 CONJUNTO D 08 CASA 08 GUARA II?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SGAS 915 S/N CONJ O SALA 4 SUBSL 1 EDIF ADVANCE ASA SUL?,o CEP do endereço SGAS 915 S/N CONJ O SALA 4 SUBSL 1 EDIF ADVANCE ASA SUL é 70390150 porque o endereço SGAS 915 S/N CONJ O SALA 4 SUBSL 1 EDIF ADVANCE ASA SUL está contido no endereço SGAS 915 Asa Sul cujo CEP é 70390150,"CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70790068 | Descrição: SGAN 906 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790154 | Descrição: SGAN 915 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790058 | Descrição: SGAN 905 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70390105 | Descrição: SGAS 910/911 | Complemento:  | Descrição Bairro: Asa Sul
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70390060 | Descrição: SGAS 906 | Complemento:  | Descrição Bairro: Asa Sul
CEP: 70790068 | Descrição: SGAN 906 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790154 | Descrição: SGAN 915 Módulo D | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70790058 | Descrição: SGAN 905 Módulo H | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70390105 | Descrição: SGAS 910/911 | Complemento:  | Descrição Bairro: Asa Sul


Pergunta:
qual é o CEP do endereço SGAS 915 S/N CONJ O SALA 4 SUBSL 1 EDIF ADVANCE ASA SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
"qual é o CEP do endereço SHIS QI 13 BLOCO J LOJAS 4,5 E 6 SETOR DE HAB IND SUL?","o CEP do endereço SHIS QI 13 BLOCO J LOJAS 4,5 E 6 SETOR DE HAB IND SUL é 71635178 porque o endereço SHIS QI 13 BLOCO J LOJAS 4,5 E 6 SETOR DE HAB IND SUL está contido no endereço SHIS QI 13 Bloco J Setor de Habitações Individuais Sul cujo CEP é 71635178","CEP: 71660970 | Descrição: SHIS QI 25 Bloco G Loja 1 | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625585 | Descrição: SHIS QI 11 Bloco J | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625182 | Descrição: SHIS QI 9 Bloco J | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71635999 | Descrição: SHIS QI 15 Bloco E Loja 46/A | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625570 | Descrição: SHIS QI 11 Bloco H | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71660970 | Descrição: SHIS QI 25 Bloco G Loja 1 | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625585 | Descrição: SHIS QI 11 Bloco J | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625182 | Descrição: SHIS QI 9 Bloco J | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71635999 | Descrição: SHIS QI 15 Bloco E Loja 46/A | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625570 | Descrição: SHIS QI 11 Bloco H | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul


Pergunta:
qual é o CEP do endereço SHIS QI 13 BLOCO J LOJAS 4,5 E 6 SETOR DE HAB IND SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SHI/S QI 17 CJ 12 LT 19 L SUL?,o CEP do endereço SHI/S QI 17 CJ 12 LT 19 L SUL é 71605001 porque o endereço SHI/S QI 17 CJ 12 LT 19 L SUL está contido no endereço SHIS QI 1 Setor de Habitações Individuais Sul cujo CEP é 71605001,"CEP: 71625550 | Descrição: SHIS QI 11 Bloco F | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625570 | Descrição: SHIS QI 11 Bloco H | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71615170 | Descrição: SHIS QI 5 Conjunto 17 | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625650 | Descrição: SHIS QI 11 Bloco P | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71615370 | Descrição: SHIS QI 7 Conjunto 17 | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 71625550 | Descrição: SHIS QI 11 Bloco F | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625570 | Descrição: SHIS QI 11 Bloco H | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71615170 | Descrição: SHIS QI 5 Conjunto 17 | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71625650 | Descrição: SHIS QI 11 Bloco P | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul
CEP: 71615370 | Descrição: SHIS QI 7 Conjunto 17 | Complemento:  | Descrição Bairro: Setor de Habitações Individuais Sul


Pergunta:
qual é o CEP do endereço SHI/S QI 17 CJ 12 LT 19 L SUL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SIG QUADRA 6 Nº 2380 SALA 317 PARTE B-4 ZONA INDUSTRIAL?,o CEP do endereço SIG QUADRA 6 Nº 2380 SALA 317 PARTE B-4 ZONA INDUSTRIAL é 70610460 porque o endereço SIG QUADRA 6 Nº 2380 SALA 317 PARTE B-4 ZONA INDUSTRIAL está contido no endereço SIG Quadra 6 Zona Industrial cujo CEP é 70610460,"CEP: 70604900 | Descrição: SIG Quadra 6 Lote 800 | Complemento:  | Descrição Bairro: Zona Industrial
CEP: 70610460 | Descrição: SIG Quadra 6 | Complemento:  | Descrição Bairro: Zona Industrial
CEP: 70610901 | Descrição: SIG Quadra 2 Lote 340 | Complemento:  | Descrição Bairro: Zona Industrial
CEP: 71200055 | Descrição: SIA Quadra 5-C | Complemento:  | Descrição Bairro: Zona Industrial (Guará)
CEP: 71200971 | Descrição: SIA Quadra 5-C Lote 256 | Complemento:  | Descrição Bairro: Zona Industrial (Guará)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70604900 | Descrição: SIG Quadra 6 Lote 800 | Complemento:  | Descrição Bairro: Zona Industrial
CEP: 70610460 | Descrição: SIG Quadra 6 | Complemento:  | Descrição Bairro: Zona Industrial
CEP: 70610901 | Descrição: SIG Quadra 2 Lote 340 | Complemento:  | Descrição Bairro: Zona Industrial
CEP: 71200055 | Descrição: SIA Quadra 5-C | Complemento:  | Descrição Bairro: Zona Industrial (Guará)
CEP: 71200971 | Descrição: SIA Quadra 5-C Lote 256 | Complemento:  | Descrição Bairro: Zona Industrial (Guará)


Pergunta:
qual é o CEP do endereço SIG QUADRA 6 Nº 2380 SALA 317 PARTE B-4 ZONA INDUSTRIAL?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço SETOR B NORTE CNB 12 LOTE 09 LOTE: 02; TAGUATINGA NORTE (TAGUATINGA)?,o CEP do endereço SETOR B NORTE CNB 12 LOTE 09 LOTE: 02; TAGUATINGA NORTE (TAGUATINGA) é 72115125 porque o endereço SETOR B NORTE CNB 12 LOTE 09 LOTE: 02; TAGUATINGA NORTE (TAGUATINGA) está contido no endereço CNB 12 Taguatinga Norte (Taguatinga) cujo CEP é 72115125,"CEP: 72115944 | Descrição: CNB 12 Lote 11/12 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115942 | Descrição: CNB 12 Lote 02 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115943 | Descrição: CNB 12 Lote 07 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115946 | Descrição: CNB 12 Lote 21 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115115 | Descrição: CNB 11 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 72115944 | Descrição: CNB 12 Lote 11/12 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115942 | Descrição: CNB 12 Lote 02 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115943 | Descrição: CNB 12 Lote 07 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115946 | Descrição: CNB 12 Lote 21 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)
CEP: 72115115 | Descrição: CNB 11 | Complemento:  | Descrição Bairro: Taguatinga Norte (Taguatinga)


Pergunta:
qual é o CEP do endereço SETOR B NORTE CNB 12 LOTE 09 LOTE: 02; TAGUATINGA NORTE (TAGUATINGA)?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
qual é o CEP do endereço STN CONJUNTO D S/N BLOCO 03 ASA NORTE?,o CEP do endereço STN CONJUNTO D S/N BLOCO 03 ASA NORTE é 70770100 porque o endereço STN CONJUNTO D S/N BLOCO 03 ASA NORTE está contido no endereço STN Asa Norte cujo CEP é 70770100,"CEP: 70770105 | Descrição: STN Conjunto C | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770910 | Descrição: STN Conjunto C | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770109 | Descrição: STN Conjunto D Bloco 3 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770107 | Descrição: STN Conjunto D Bloco 1 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770132 | Descrição: STN Bloco O | Complemento:  | Descrição Bairro: Asa Norte
","Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

Contexto relevante recuperado:

CEP: 70770105 | Descrição: STN Conjunto C | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770910 | Descrição: STN Conjunto C | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770109 | Descrição: STN Conjunto D Bloco 3 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770107 | Descrição: STN Conjunto D Bloco 1 | Complemento:  | Descrição Bairro: Asa Norte
CEP: 70770132 | Descrição: STN Bloco O | Complemento:  | Descrição Bairro: Asa Norte


Pergunta:
qual é o CEP do endereço STN CONJUNTO D S/N BLOCO 03 ASA NORTE?

Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança."
